ch_changeIdNum,ch_createdTime
85060,"2016-11-15 14:47:29"
84989,"2016-11-14 16:10:16"
84711,"2016-11-09 05:25:23"
85075,"2016-11-15 18:17:38"
85078,"2016-11-15 19:04:04"
85052,"2016-11-15 13:31:27"
82283,"2016-09-30 15:09:56"
85050,"2016-11-15 13:19:36"
85076,"2016-11-15 18:35:21"
54231,"2015-08-20 14:13:14"
83758,"2016-10-24 04:55:55"
83055,"2016-10-12 18:25:47"
83579,"2016-10-20 10:00:16"
82797,"2016-10-09 11:08:51"
83625,"2016-10-20 17:32:14"
62344,"2015-12-09 20:07:00"
82804,"2016-10-09 13:48:28"
72025,"2016-05-04 12:23:13"
83709,"2016-10-21 16:02:17"
83691,"2016-10-21 14:06:24"
78449,"2016-08-04 12:02:39"
83589,"2016-10-20 13:21:57"
83631,"2016-10-20 19:22:42"
78583,"2016-08-06 22:49:48"
76899,"2016-07-07 19:26:56"
78348,"2016-08-02 18:54:12"
77162,"2016-07-12 18:37:38"
78012,"2016-07-27 18:17:53"
83470,"2016-10-18 19:57:18"
80257,"2016-09-01 20:12:27"
83561,"2016-10-20 04:41:47"
81283,"2016-09-17 10:47:57"
79120,"2016-08-16 12:55:17"
83452,"2016-10-18 15:31:56"
81540,"2016-09-21 07:40:50"
77108,"2016-07-12 04:37:35"
80464,"2016-09-06 12:25:10"
73884,"2016-05-29 18:47:18"
83548,"2016-10-19 17:45:34"
72334,"2016-05-09 20:14:45"
83128,"2016-10-13 14:51:10"
83491,"2016-10-19 05:33:11"
83454,"2016-10-18 15:57:55"
83499,"2016-10-19 07:59:10"
83308,"2016-10-15 22:16:35"
83475,"2016-10-18 21:21:17"
83472,"2016-10-18 20:43:18"
83459,"2016-10-18 16:35:24"
81871,"2016-09-25 18:58:53"
82899,"2016-10-11 07:37:54"
83421,"2016-10-18 08:36:00"
83416,"2016-10-18 07:14:14"
83389,"2016-10-17 20:23:50"
71325,"2016-04-25 12:53:22"
68280,"2016-03-12 20:46:25"
68375,"2016-03-14 16:08:40"
81733,"2016-09-22 19:44:49"
83393,"2016-10-17 20:58:23"
83379,"2016-10-17 16:47:05"
83369,"2016-10-17 14:36:29"
83344,"2016-10-17 08:14:40"
79978,"2016-08-29 22:55:41"
83307,"2016-10-15 21:37:38"
71965,"2016-05-03 22:29:32"
71303,"2016-04-24 21:08:59"
69560,"2016-03-30 18:42:53"
59612,"2015-11-03 23:10:25"
83298,"2016-10-15 13:38:02"
82096,"2016-09-28 15:50:08"
77005,"2016-07-11 01:15:44"
83273,"2016-10-14 20:58:11"
83168,"2016-10-13 23:06:49"
82612,"2016-10-06 12:50:21"
82279,"2016-09-30 14:28:55"
81796,"2016-09-23 14:04:05"
83169,"2016-10-13 23:12:12"
75925,"2016-06-24 13:11:57"
83194,"2016-10-14 09:17:05"
83191,"2016-10-14 09:02:15"
81347,"2016-09-19 14:43:50"
81348,"2016-09-19 14:43:50"
83192,"2016-10-14 09:07:31"
83183,"2016-10-14 07:48:36"
83146,"2016-10-13 16:30:56"
80694,"2016-09-08 13:26:20"
80706,"2016-09-08 14:09:55"
83108,"2016-10-13 11:32:58"
82369,"2016-10-03 14:50:58"
82119,"2016-09-28 20:26:28"
63827,"2016-01-08 10:27:02"
75298,"2016-06-15 09:54:12"
77214,"2016-07-13 09:53:25"
75299,"2016-06-15 09:54:12"
75480,"2016-06-17 16:28:36"
83062,"2016-10-12 19:41:41"
83065,"2016-10-12 19:56:31"
82984,"2016-10-12 05:42:11"
75075,"2016-06-10 15:04:07"
83043,"2016-10-12 15:30:03"
82540,"2016-10-05 15:21:17"
82520,"2016-10-05 12:56:57"
75720,"2016-06-22 13:05:18"
83009,"2016-10-12 09:36:47"
83000,"2016-10-12 08:06:36"
82920,"2016-10-11 12:14:40"
83002,"2016-10-12 08:16:42"
82956,"2016-10-11 15:44:20"
81374,"2016-09-19 18:05:45"
79629,"2016-08-24 13:58:59"
79628,"2016-08-24 13:58:59"
76519,"2016-07-04 13:07:35"
56405,"2015-09-22 08:22:51"
52524,"2015-07-24 20:16:44"
71873,"2016-05-03 09:33:52"
46989,"2015-05-03 10:46:38"
76461,"2016-07-02 00:04:07"
71082,"2016-04-20 15:23:50"
70820,"2016-04-17 01:21:00"
76456,"2016-07-01 19:51:19"
76455,"2016-07-01 19:43:10"
74658,"2016-06-06 13:26:58"
76406,"2016-07-01 06:35:05"
76403,"2016-07-01 05:41:54"
76402,"2016-07-01 00:34:32"
46730,"2015-04-29 05:55:25"
47059,"2015-05-04 14:40:52"
76323,"2016-06-30 12:26:55"
58385,"2015-10-16 22:14:11"
76101,"2016-06-28 12:37:11"
71939,"2016-05-03 18:58:48"
70317,"2016-04-10 02:54:22"
74814,"2016-06-07 17:33:06"
74511,"2016-06-03 11:04:35"
74002,"2016-05-31 02:44:24"
75891,"2016-06-23 22:14:21"
75937,"2016-06-24 15:46:35"
74583,"2016-06-05 12:28:11"
55389,"2015-09-07 09:24:22"
75340,"2016-06-15 16:06:48"
75797,"2016-06-23 03:57:38"
75894,"2016-06-24 01:49:00"
72097,"2016-05-04 21:13:43"
72105,"2016-05-04 21:41:51"
39247,"2015-01-09 02:15:57"
47768,"2015-05-13 03:46:25"
75791,"2016-06-23 01:57:01"
60822,"2015-11-19 19:01:09"
58850,"2015-10-23 19:19:39"
75527,"2016-06-19 20:16:44"
75733,"2016-06-22 14:50:35"
75344,"2016-06-15 17:18:19"
74099,"2016-05-31 18:39:25"
74530,"2016-06-03 14:36:32"
75453,"2016-06-17 12:22:14"
75100,"2016-06-10 21:27:55"
75211,"2016-06-14 06:21:14"
75438,"2016-06-17 07:00:47"
75427,"2016-06-16 20:09:32"
75312,"2016-06-15 14:21:48"
75369,"2016-06-15 23:52:28"
75052,"2016-06-10 10:37:17"
75283,"2016-06-14 21:19:12"
75307,"2016-06-15 13:41:43"
75306,"2016-06-15 13:41:43"
75309,"2016-06-15 13:41:43"
75311,"2016-06-15 13:41:43"
75310,"2016-06-15 13:41:43"
75308,"2016-06-15 13:41:43"
68662,"2016-03-17 11:09:56"
75296,"2016-06-15 08:46:45"
75225,"2016-06-14 10:17:10"
73995,"2016-05-30 21:03:13"
17181,"2013-10-08 20:13:52"
65493,"2016-01-29 19:02:43"
75053,"2016-06-10 10:58:13"
74986,"2016-06-09 14:52:16"
74973,"2016-06-09 12:39:37"
40855,"2015-02-01 22:53:27"
74949,"2016-06-08 22:10:25"
72573,"2016-05-11 21:19:45"
74936,"2016-06-08 18:10:12"
74920,"2016-06-08 17:08:20"
74918,"2016-06-08 17:06:27"
74721,"2016-06-06 20:48:30"
74701,"2016-06-06 18:20:10"
71720,"2016-04-29 16:19:38"
74614,"2016-06-06 03:01:36"
69790,"2016-04-03 15:38:06"
74591,"2016-06-05 20:57:03"
72685,"2016-05-13 08:53:35"
25575,"2014-04-25 16:23:00"
74502,"2016-06-03 09:48:56"
74525,"2016-06-03 13:45:40"
74514,"2016-06-03 12:15:56"
74373,"2016-06-02 12:48:32"
58719,"2015-10-22 13:39:47"
74372,"2016-06-02 12:38:10"
52412,"2015-07-23 10:21:37"
52411,"2015-07-23 10:21:37"
74086,"2016-05-31 16:58:50"
68666,"2016-03-17 12:04:02"
74031,"2016-05-31 12:15:11"
74149,"2016-05-31 23:37:27"
74045,"2016-05-31 13:33:12"
73014,"2016-05-18 09:39:58"
73255,"2016-05-20 09:40:33"
73877,"2016-05-29 14:23:31"
73873,"2016-05-29 09:43:54"
73359,"2016-05-22 18:44:22"
73781,"2016-05-27 07:05:15"
63226,"2015-12-23 19:27:44"
63182,"2015-12-22 20:48:42"
63158,"2015-12-22 15:02:44"
63136,"2015-12-22 10:43:23"
63132,"2015-12-22 10:11:33"
63131,"2015-12-22 10:10:32"
63113,"2015-12-21 17:05:50"
63103,"2015-12-21 15:04:45"
62697,"2015-12-15 09:35:43"
62972,"2015-12-17 22:02:42"
62724,"2015-12-15 15:14:56"
62891,"2015-12-17 02:16:04"
62870,"2015-12-16 20:17:06"
62867,"2015-12-16 19:42:54"
62812,"2015-12-16 11:57:21"
62375,"2015-12-10 13:17:01"
61964,"2015-12-04 11:36:56"
62580,"2015-12-14 08:50:52"
61918,"2015-12-03 21:24:53"
62210,"2015-12-08 13:29:13"
62706,"2015-12-15 11:20:33"
59177,"2015-10-28 21:16:47"
62669,"2015-12-14 21:22:18"
62566,"2015-12-13 21:08:14"
60381,"2015-11-13 21:48:34"
59827,"2015-11-06 13:28:27"
59698,"2015-11-04 21:50:34"
62350,"2015-12-09 21:53:03"
57661,"2015-10-07 18:42:22"
59379,"2015-10-30 17:18:59"
60206,"2015-11-12 13:30:24"
60989,"2015-11-23 08:56:06"
59445,"2015-11-01 20:30:13"
62636,"2015-12-14 15:32:05"
62564,"2015-12-13 13:46:03"
62004,"2015-12-04 16:12:36"
62483,"2015-12-11 14:41:38"
61922,"2015-12-03 22:01:11"
61919,"2015-12-03 21:40:46"
61920,"2015-12-03 21:42:19"
60200,"2015-11-12 12:25:51"
62282,"2015-12-09 04:55:22"
62061,"2015-12-05 23:43:15"
52885,"2015-07-30 17:48:09"
62222,"2015-12-08 14:54:26"
54975,"2015-09-01 10:37:22"
56452,"2015-09-22 16:56:33"
62156,"2015-12-07 22:46:06"
62090,"2015-12-07 11:19:07"
61497,"2015-11-27 20:08:10"
62010,"2015-12-04 17:05:48"
61953,"2015-12-04 09:50:05"
60717,"2015-11-18 15:17:51"
59791,"2015-11-06 00:01:26"
61803,"2015-12-02 19:21:49"
61792,"2015-12-02 15:31:47"
58599,"2015-10-21 12:03:55"
57875,"2015-10-09 20:48:13"
61579,"2015-11-30 15:43:16"
61614,"2015-12-01 04:05:53"
61555,"2015-11-30 12:31:36"
58774,"2015-10-22 22:58:40"
58949,"2015-10-26 17:06:49"
60970,"2015-11-22 07:55:46"
41400,"2015-02-09 08:58:10"
60991,"2015-11-23 09:09:11"
61036,"2015-11-23 18:14:29"
61056,"2015-11-23 20:06:48"
61045,"2015-11-23 18:36:28"
61025,"2015-11-23 16:20:52"
51771,"2015-07-11 12:40:35"
59947,"2015-11-09 14:37:58"
60868,"2015-11-20 08:59:16"
57236,"2015-10-01 16:54:33"
60856,"2015-11-19 23:24:16"
60855,"2015-11-19 23:24:16"
60854,"2015-11-19 23:24:16"
60852,"2015-11-19 23:24:16"
60851,"2015-11-19 23:24:16"
60850,"2015-11-19 23:24:16"
60849,"2015-11-19 23:24:16"
60848,"2015-11-19 23:24:16"
60847,"2015-11-19 23:24:16"
60846,"2015-11-19 23:24:16"
60845,"2015-11-19 23:24:16"
60844,"2015-11-19 23:24:16"
49578,"2015-06-05 22:22:36"
49579,"2015-06-05 22:22:36"
60165,"2015-11-11 23:51:23"
60164,"2015-11-11 23:51:23"
60108,"2015-11-11 01:10:14"
60109,"2015-11-11 01:10:14"
49580,"2015-06-05 22:22:36"
49581,"2015-06-05 22:22:36"
49570,"2015-06-05 21:21:44"
49572,"2015-06-05 21:21:44"
60679,"2015-11-18 06:58:10"
57664,"2015-10-07 19:18:51"
60446,"2015-11-16 02:06:30"
60712,"2015-11-18 14:49:00"
45104,"2015-04-02 07:57:44"
44991,"2015-04-01 11:54:51"
40464,"2015-01-27 15:30:43"
43064,"2015-03-03 09:50:22"
44986,"2015-04-01 10:21:00"
44919,"2015-03-31 15:06:40"
44951,"2015-03-31 20:27:29"
44799,"2015-03-28 16:09:37"
20153,"2013-12-23 14:00:49"
44275,"2015-03-20 17:50:27"
44758,"2015-03-27 15:38:40"
44701,"2015-03-26 16:18:30"
44689,"2015-03-26 13:43:32"
35666,"2014-10-30 07:53:17"
35667,"2014-10-30 07:54:37"
22673,"2014-02-28 13:42:09"
39414,"2015-01-12 18:58:48"
44305,"2015-03-21 15:50:44"
44399,"2015-03-23 17:32:54"
44420,"2015-03-24 06:12:13"
40260,"2015-01-23 18:12:09"
40262,"2015-01-23 18:24:34"
43783,"2015-03-13 11:34:19"
43465,"2015-03-09 19:17:34"
41898,"2015-02-16 09:36:49"
44386,"2015-03-23 15:20:28"
42591,"2015-02-25 07:24:13"
34708,"2014-10-10 12:11:54"
38757,"2014-12-24 11:38:59"
32687,"2014-09-02 08:28:14"
42812,"2015-02-26 16:51:18"
43406,"2015-03-09 11:57:36"
21868,"2014-02-12 08:52:57"
43310,"2015-03-06 14:08:52"
43738,"2015-03-12 16:47:07"
43498,"2015-03-10 07:46:12"
43641,"2015-03-11 04:03:51"
42006,"2015-02-17 08:20:55"
43599,"2015-03-10 18:01:57"
43595,"2015-03-10 16:48:47"
43597,"2015-03-10 17:51:53"
43489,"2015-03-09 22:59:10"
39173,"2015-01-08 10:03:36"
38560,"2014-12-19 12:50:10"
39217,"2015-01-08 16:10:06"
43080,"2015-03-03 14:34:30"
38571,"2014-12-19 15:36:32"
43297,"2015-03-06 11:31:26"
39989,"2015-01-20 21:06:24"
24295,"2014-04-01 22:37:17"
43079,"2015-03-03 13:54:42"
43073,"2015-03-03 12:56:00"
42799,"2015-02-26 15:34:33"
41507,"2015-02-10 11:10:32"
41845,"2015-02-13 17:33:32"
41818,"2015-02-13 13:28:30"
42879,"2015-02-27 09:21:00"
41286,"2015-02-06 15:32:55"
40079,"2015-01-21 22:03:24"
42585,"2015-02-24 22:27:45"
42332,"2015-02-20 18:18:24"
35792,"2014-11-03 09:21:13"
35815,"2014-11-03 15:40:40"
41739,"2015-02-12 14:58:23"
39779,"2015-01-16 16:48:39"
23877,"2014-03-25 16:43:02"
30051,"2014-07-17 14:39:50"
39505,"2015-01-13 17:32:44"
38261,"2014-12-15 14:35:30"
41894,"2015-02-16 08:12:53"
40271,"2015-01-23 19:48:02"
39181,"2015-01-08 12:40:32"
39183,"2015-01-08 12:51:25"
33131,"2014-09-09 16:48:11"
28888,"2014-06-23 16:34:53"
41638,"2015-02-11 15:39:22"
41583,"2015-02-11 06:02:52"
30781,"2014-07-31 08:39:00"
39832,"2015-01-19 09:39:41"
31595,"2014-08-13 21:57:05"
31565,"2014-08-13 19:45:14"
31578,"2014-08-13 20:57:43"
31559,"2014-08-13 19:13:06"
40971,"2015-02-03 12:31:59"
40926,"2015-02-02 16:39:33"
40602,"2015-01-29 10:41:10"
40669,"2015-01-29 21:40:47"
40522,"2015-01-28 08:17:36"
40437,"2015-01-27 10:17:28"
35870,"2014-11-04 09:25:53"
40199,"2015-01-23 08:59:07"
40098,"2015-01-22 09:13:57"
40078,"2015-01-21 22:01:49"
35665,"2014-10-30 07:50:35"
37855,"2014-12-09 13:49:49"
39792,"2015-01-16 18:28:02"
39655,"2015-01-15 13:01:35"
39527,"2015-01-13 19:37:36"
39654,"2015-01-15 12:55:14"
33357,"2014-09-15 08:01:51"
6005,"2012-05-16 20:51:31"
8115,"2012-10-10 08:22:26"
8114,"2012-10-10 07:47:43"
8048,"2012-10-04 16:43:08"
8020,"2012-10-02 14:07:39"
8016,"2012-10-01 23:47:23"
7905,"2012-09-24 22:11:21"
7886,"2012-09-23 16:44:40"
2322,"2012-02-10 18:24:37"
7659,"2012-09-07 06:34:22"
7707,"2012-09-11 08:37:47"
4942,"2012-02-10 18:24:37"
4941,"2012-02-10 18:24:37"
7295,"2012-08-19 18:36:56"
335,"2012-02-10 18:24:37"
7307,"2012-08-20 18:43:11"
7071,"2012-08-02 18:49:55"
7072,"2012-08-02 18:49:56"
6976,"2012-07-26 11:30:43"
6809,"2012-07-17 10:11:50"
6967,"2012-07-25 18:44:33"
6886,"2012-07-20 06:58:38"
6900,"2012-07-20 16:56:17"
6885,"2012-07-20 06:58:38"
6884,"2012-07-20 06:58:37"
6883,"2012-07-20 06:58:37"
6882,"2012-07-20 06:58:37"
6082,"2012-05-22 21:51:52"
5781,"2012-05-02 10:44:19"
6801,"2012-07-16 18:33:44"
6656,"2012-07-06 18:09:18"
6824,"2012-07-17 17:22:08"
6829,"2012-07-17 20:07:25"
6768,"2012-07-13 18:58:55"
6806,"2012-07-16 20:22:04"
6797,"2012-07-16 16:45:32"
6793,"2012-07-16 08:01:06"
6757,"2012-07-13 09:20:33"
6509,"2012-06-25 23:03:08"
6739,"2012-07-12 08:28:14"
6736,"2012-07-11 21:12:26"
6735,"2012-07-11 20:01:05"
6693,"2012-07-10 18:01:11"
6597,"2012-07-03 13:40:01"
6567,"2012-07-01 11:59:06"
6566,"2012-07-01 11:37:10"
6498,"2012-06-25 15:18:06"
6495,"2012-06-25 13:51:51"
6029,"2012-05-18 15:13:09"
6246,"2012-06-04 21:26:31"
6285,"2012-06-06 15:50:46"
6196,"2012-05-31 12:58:41"
4336,"2012-02-10 18:24:37"
6035,"2012-05-18 20:30:22"
4022,"2012-02-10 18:24:37"
6008,"2012-05-16 21:08:41"
6002,"2012-05-16 19:34:32"
6000,"2012-05-16 14:17:47"
5975,"2012-05-14 20:46:23"
5862,"2012-05-07 15:25:25"
5783,"2012-05-02 20:33:57"
4878,"2012-02-10 18:24:37"
5580,"2012-04-13 13:45:28"
5416,"2012-03-25 17:05:57"
5481,"2012-03-27 13:46:21"
5482,"2012-03-27 14:29:50"
5417,"2012-03-26 09:24:25"
5397,"2012-03-21 17:41:35"
5241,"2012-03-05 13:09:05"
5252,"2012-03-05 18:30:58"
5087,"2012-02-15 08:26:55"
3765,"2012-02-10 18:24:16"
4722,"2012-02-10 18:24:16"
4909,"2012-02-10 18:24:16"
4811,"2012-02-10 18:24:16"
4775,"2012-02-10 18:24:37"
4721,"2012-02-10 18:24:37"
3607,"2012-02-10 18:24:37"
4537,"2012-02-10 18:24:37"
4538,"2012-02-10 18:24:37"
4103,"2012-02-10 18:24:16"
4232,"2012-02-10 18:24:16"
4216,"2012-02-10 18:24:16"
4059,"2012-02-10 18:24:37"
3480,"2012-02-10 18:24:37"
3858,"2012-02-10 18:24:16"
3940,"2012-02-10 18:24:37"
3918,"2012-02-10 18:24:16"
3895,"2012-02-10 18:24:37"
3804,"2012-02-10 18:24:16"
2311,"2012-02-10 18:24:37"
3263,"2012-02-10 18:24:16"
3200,"2012-02-10 18:24:37"
2920,"2012-02-10 18:24:04"
2312,"2012-02-10 18:24:37"
2585,"2012-02-10 18:24:16"
2491,"2012-02-10 18:24:37"
2502,"2012-02-10 18:24:16"
2013,"2012-02-10 18:24:16"
165,"2012-02-10 18:24:16"
85090,"2016-11-15 20:51:26"
85192,"2016-11-17 03:34:54"
85188,"2016-11-17 01:35:22"
85179,"2016-11-16 23:25:45"
85180,"2016-11-16 23:28:15"
77604,"2016-07-20 14:20:35"
85177,"2016-11-16 22:42:18"
84785,"2016-11-10 10:10:47"
83545,"2016-10-19 17:09:00"
84838,"2016-11-10 20:39:11"
85174,"2016-11-16 21:10:17"
85173,"2016-11-16 21:04:17"
85157,"2016-11-16 16:29:02"
85169,"2016-11-16 19:47:04"
85168,"2016-11-16 19:04:27"
85167,"2016-11-16 18:57:53"
85164,"2016-11-16 17:40:45"
85166,"2016-11-16 18:31:43"
84040,"2016-10-27 17:23:30"
85103,"2016-11-16 01:50:21"
85102,"2016-11-16 01:50:21"
85160,"2016-11-16 16:47:16"
85156,"2016-11-16 16:13:02"
84760,"2016-11-09 19:58:43"
85148,"2016-11-16 15:39:21"
85093,"2016-11-15 20:51:40"
85125,"2016-11-16 11:18:01"
85155,"2016-11-16 16:01:25"
85154,"2016-11-16 15:56:10"
85149,"2016-11-16 15:44:06"
85038,"2016-11-15 10:32:32"
85146,"2016-11-16 15:19:13"
85035,"2016-11-15 09:21:24"
81529,"2016-09-21 06:31:31"
85145,"2016-11-16 14:41:16"
85139,"2016-11-16 13:54:08"
85037,"2016-11-15 10:23:03"
85140,"2016-11-16 14:02:56"
85134,"2016-11-16 13:14:31"
85138,"2016-11-16 13:41:22"
85072,"2016-11-15 17:35:19"
85137,"2016-11-16 13:33:23"
85136,"2016-11-16 13:30:08"
85120,"2016-11-16 10:19:54"
85116,"2016-11-16 09:51:51"
85126,"2016-11-16 11:38:18"
85130,"2016-11-16 12:24:01"
85108,"2016-11-16 06:45:55"
85124,"2016-11-16 11:14:01"
84727,"2016-11-09 11:14:45"
85128,"2016-11-16 11:40:56"
85118,"2016-11-16 10:03:52"
85074,"2016-11-15 18:04:32"
85122,"2016-11-16 10:59:08"
84666,"2016-11-08 13:44:55"
84663,"2016-11-08 13:38:17"
85112,"2016-11-16 09:38:40"
85109,"2016-11-16 09:07:22"
85113,"2016-11-16 09:44:03"
85051,"2016-11-15 13:23:54"
85121,"2016-11-16 10:24:17"
85111,"2016-11-16 09:35:23"
84809,"2016-11-10 13:26:57"
84818,"2016-11-10 16:16:26"
85110,"2016-11-16 09:11:52"
84659,"2016-11-08 13:24:11"
84812,"2016-11-10 14:02:45"
84804,"2016-11-10 12:51:05"
84747,"2016-11-09 16:15:38"
85024,"2016-11-15 01:54:48"
84793,"2016-11-10 10:59:45"
82090,"2016-09-28 14:59:34"
84719,"2016-11-09 10:05:06"
84735,"2016-11-09 13:34:48"
84863,"2016-11-11 11:04:44"
85107,"2016-11-16 03:10:27"
85100,"2016-11-16 01:25:34"
85104,"2016-11-16 02:13:13"
85095,"2016-11-15 21:48:45"
85094,"2016-11-15 21:43:55"
85057,"2016-11-15 14:21:15"
85098,"2016-11-15 23:14:46"
85082,"2016-11-15 20:09:37"
85096,"2016-11-15 22:24:34"
84455,"2016-11-04 10:14:57"
85066,"2016-11-15 15:50:18"
85081,"2016-11-15 19:51:04"
85056,"2016-11-15 14:16:13"
84382,"2016-11-02 21:33:01"
84927,"2016-11-12 13:34:58"
85080,"2016-11-15 19:49:28"
85079,"2016-11-15 19:29:18"
85071,"2016-11-15 16:43:18"
84847,"2016-11-11 00:16:06"
85077,"2016-11-15 18:56:42"
84980,"2016-11-14 14:16:19"
82675,"2016-10-06 20:42:31"
84544,"2016-11-07 04:13:39"
85073,"2016-11-15 17:45:45"
84626,"2016-11-07 20:58:18"
84497,"2016-11-04 18:51:08"
84500,"2016-11-04 19:53:19"
84491,"2016-11-04 17:11:00"
84501,"2016-11-04 20:08:51"
84482,"2016-11-04 15:46:49"
84154,"2016-10-29 09:31:53"
84457,"2016-11-04 10:50:55"
84165,"2016-10-29 12:02:22"
84287,"2016-11-01 17:36:06"
84494,"2016-11-04 18:16:00"
84433,"2016-11-03 18:34:34"
82422,"2016-10-04 09:52:56"
83796,"2016-10-24 16:00:06"
84490,"2016-11-04 16:40:07"
84307,"2016-11-02 01:12:39"
84489,"2016-11-04 16:40:07"
84488,"2016-11-04 16:40:07"
84487,"2016-11-04 16:40:07"
84164,"2016-10-29 11:45:37"
84163,"2016-10-29 11:37:26"
84432,"2016-11-03 18:13:24"
84473,"2016-11-04 14:27:09"
84483,"2016-11-04 15:50:33"
84468,"2016-11-04 13:17:01"
84360,"2016-11-02 16:36:55"
83471,"2016-10-18 20:43:12"
84409,"2016-11-03 13:19:09"
83676,"2016-10-21 11:55:56"
84449,"2016-11-04 08:53:02"
84475,"2016-11-04 14:57:08"
84459,"2016-11-04 11:16:46"
78538,"2016-08-05 13:18:45"
76929,"2016-07-08 08:40:36"
84469,"2016-11-04 13:17:02"
84472,"2016-11-04 13:47:50"
84289,"2016-11-01 18:37:53"
84462,"2016-11-04 11:58:25"
84466,"2016-11-04 12:44:48"
83711,"2016-10-21 16:41:25"
84470,"2016-11-04 13:25:57"
84445,"2016-11-04 01:02:43"
84451,"2016-11-04 09:46:53"
84465,"2016-11-04 12:41:39"
83457,"2016-10-18 16:18:47"
83822,"2016-10-24 19:50:20"
84467,"2016-11-04 12:59:00"
84414,"2016-11-03 13:51:23"
84405,"2016-11-03 12:52:58"
84404,"2016-11-03 12:07:39"
84454,"2016-11-04 10:01:40"
84450,"2016-11-04 09:24:19"
84453,"2016-11-04 09:58:58"
84452,"2016-11-04 09:58:22"
84073,"2016-10-28 07:24:28"
83995,"2016-10-27 05:14:49"
83886,"2016-10-25 17:38:21"
84231,"2016-10-31 13:11:30"
84094,"2016-10-28 12:39:09"
84346,"2016-11-02 14:24:11"
84447,"2016-11-04 05:59:28"
84374,"2016-11-02 18:57:19"
83199,"2016-10-14 10:16:21"
84373,"2016-11-02 18:47:50"
84420,"2016-11-03 15:06:21"
84443,"2016-11-03 21:56:02"
83944,"2016-10-26 15:02:00"
83700,"2016-10-21 15:03:39"
84440,"2016-11-03 20:21:49"
84295,"2016-11-01 20:24:02"
83705,"2016-10-21 15:35:22"
84431,"2016-11-03 18:13:06"
84435,"2016-11-03 19:09:36"
83812,"2016-10-24 17:50:56"
84357,"2016-11-02 15:59:22"
83737,"2016-10-22 05:11:59"
